regulated.gene,regulator.gene,regulator.effect
1,178,1.0863893533792146
2,103,3.458446963627016
2,310,3.3440840671242276
2,178,3.7716876496527423
2,253,2.5917903365945403
2,382,2.5395976644405325
2,29,4.437866629439043
3,29,4.0304643383642835
4,310,4.036781586054862
4,382,4.309892320840583
5,253,1.0119064163732248
6,178,2.0364979321650174
6,103,2.486528131197722
7,103,1.4537393163784644
8,103,3.588275491594274
9,253,1.3855899027301244
10,103,3.0785644934972147
11,382,4.0275172615724415
12,310,2.8462336997999116
13,103,1.6186352394180026
14,253,3.681690860280222
15,310,4.046859816497028
16,253,4.460488312448995
16,103,2.26352804023644
16,382,4.331977276343838
17,103,2.9292085501042644
17,29,1.699082378940081
18,103,4.379058344221549
19,103,2.8813709499402513
20,103,4.630525404584046
20,382,4.827741809115667
20,310,2.047501843257537
21,382,3.768780512405753
22,103,1.3193022543353847
23,382,2.345203929422316
24,178,4.877662445876516
25,29,1.0616494443785405
25,382,1.6698179220697862
25,178,4.718873683462826
25,310,1.753072588226797
25,103,3.596733849467846
26,103,3.0288685954281647
26,29,4.370038177303825
27,103,4.548478969736123
28,382,2.087241920241607
30,310,2.3801590937976096
31,310,1.7250208366314799
31,178,4.02091276678585
32,382,3.1234620411392644
32,29,1.2093401208965846
32,310,3.2662570635165444
33,310,2.6370037669058672
34,29,1.4917645005582805
35,382,3.552089764266494
36,103,2.150457808838939
36,29,3.904049643176414
37,382,4.11935958064307
38,103,1.8726017870803209
38,253,3.312563795286432
38,29,3.6333746915888936
38,382,3.2682897673046245
39,103,1.8964419190464432
40,178,3.4156371416591487
41,29,2.5256194371974434
41,253,1.9868735737000405
42,103,3.4269634894144803
43,253,2.0295031198519125
44,178,4.407110948958314
45,310,4.856935061875109
46,29,4.409999792998135
47,103,1.5519240466457087
48,310,2.220180857671947
49,253,1.7976572472886012
50,253,4.776861968728225
51,310,3.174403183427275
52,178,3.2944148786224607
53,29,1.0192235978899964
54,382,3.1220139351667537
55,253,1.8948185592767546
56,382,1.1125458868882399
57,103,1.7008669791172233
58,382,2.429156751898474
59,29,4.5031105244927
60,253,4.005058178839729
61,178,4.277072053171612
62,382,2.365392437251084
63,178,2.712130541037478
64,253,3.0611919695696903
65,310,4.301091130946926
66,310,3.87411347553319
67,178,3.1257475892823665
68,103,4.789261776932305
69,310,2.928981478908544
70,178,3.2396885627466316
70,103,1.5199310415923943
70,29,4.453341846424825
71,178,3.1872705759666555
71,382,1.0811872464288197
71,253,3.6765092919430034
71,29,3.4581691945561914
71,310,1.1266476105387633
72,310,4.975248421188834
73,103,2.244124728520567
74,382,3.195130431088332
75,382,4.696050791357826
76,29,2.6922857137149325
77,178,4.557144659511865
78,382,2.2412067828710223
79,253,2.493809739177369
80,382,3.5075780827396734
81,29,1.246890109467571
81,178,1.694940126678933
82,178,2.4688542289839193
82,382,1.9099525548856975
82,253,2.4429861448651096
83,382,2.345629726438381
84,253,1.821513166671041
85,253,3.359944271769556
86,103,4.027682097207948
87,310,3.8351285478905695
88,310,4.273688278010624
89,103,1.2361263472491701
89,382,2.8985592637942066
90,29,3.819588453300817
91,310,4.37843775512299
92,178,4.075157102553825
92,310,1.1291416072519618
93,310,4.3206679332203874
94,178,2.941081698509541
94,29,3.782211888922343
95,103,2.8737193118277093
95,29,2.1967391557371148
95,310,2.1411311899820373
95,382,1.682063998982201
96,382,3.2401397335854982
97,103,2.6079566735470787
98,253,4.067526481438914
98,382,2.5988814884434603
99,310,2.5819292880532823
100,103,3.5995795418327123
101,178,1.2603250151709633
102,178,3.607559085879828
102,253,2.7428319366329226
104,178,2.779495799447362
105,253,4.712433360187928
106,310,1.5596717218459877
107,382,1.0993067876517666
108,253,3.816149037005382
109,29,2.0781739094011504
110,253,3.6952914039372606
111,29,3.371804565102982
112,29,1.7809107429205246
113,253,3.6834177240100736
114,253,3.6978962574892256
115,103,3.3322040494909473
116,29,3.4234371766320217
116,310,3.572557579592911
117,382,4.861865691233296
118,103,2.9950717516974255
119,178,3.31565792412976
120,253,4.513224765958237
121,310,1.2217484611396616
122,382,4.95153266852175
123,253,1.7246925994597624
124,29,4.035145377445583
125,253,4.429093321849325
126,29,4.64499777007562
126,103,4.117930753143951
127,310,4.644554204052852
128,382,1.9027336964322998
129,29,4.988930854367091
130,178,4.318872422495321
131,253,3.721802968789037
132,310,1.752383417303016
133,29,3.6270989844315826
134,29,3.6548420601549614
134,310,1.628026785358918
135,103,3.984234005951949
136,29,1.254605618354532
137,103,4.937163224691239
138,253,3.971366732616274
139,103,4.305217696400747
140,253,2.195910125848437
141,103,3.6094504620021457
141,253,2.0816857106535345
141,29,3.0202315427653126
142,103,4.898915140983144
143,253,1.2715961317432354
144,310,3.443295350463578
145,178,3.6539584440717787
146,382,2.2937811495993072
147,29,1.0460355255769431
148,310,4.20710244413822
149,382,1.4945289565624387
150,253,3.3409887094468216
151,253,3.966489570935405
151,178,3.145850166715988
152,253,3.901023823793012
153,382,2.021054858503603
153,103,2.261968954449787
153,29,1.426387495921811
154,178,2.851435036386096
155,253,4.512244399755858
156,253,2.63003176668283
156,382,1.5385054548280688
157,310,4.914482968712221
158,310,2.6372008980871025
159,29,1.046575879989188
160,253,4.476976255901393
161,253,2.5116816560647175
162,253,2.707710639952312
163,103,3.2994271279066076
164,253,2.969639228803074
165,382,2.3656724450610254
165,253,3.1204424859359126
165,103,2.9900988302549774
166,29,1.9974596300925798
167,382,3.9210522892724127
168,178,3.440275306585036
169,310,2.2143442939096127
170,253,3.3528576594510566
171,178,4.2155243125127315
172,103,2.522357825401973
173,178,2.593782188392987
174,103,2.0717638212105216
175,29,4.465553265681373
176,178,2.064141467477209
177,253,4.53181869699249
179,103,3.859526227916728
180,310,2.0521460862038654
181,310,1.7195216542910838
182,103,3.0605219463606756
183,310,4.57934563465073
184,253,2.2611243383834374
185,382,1.4362385779933229
186,29,1.7196415474209292
187,310,1.1875321520957516
188,382,2.361170951864916
188,253,2.7385478746949268
189,310,2.335213792424383
190,103,2.226499982625312
190,253,1.1336537901562405
191,382,2.0358854150207017
192,382,3.357805071990917
193,253,4.370927560863957
194,103,1.930228543468987
195,178,1.1288223039729326
196,382,4.460176462795864
196,103,4.397906441094401
197,382,2.3690347991374194
198,310,2.1648898416453335
199,253,4.481241189790357
199,29,3.4752458978597147
199,382,4.315482706290277
200,253,3.8703263273771524
201,310,3.9345290139736457
202,310,1.2050480137435196
203,382,4.224880976418849
204,178,2.4382931320875363
205,29,3.4671115394006744
206,310,4.748141463902359
207,310,1.2350673201866336
208,382,2.0312686550309467
209,382,4.867128366667432
210,310,2.5812475024580053
210,382,1.1174088257275128
211,310,3.076859154594107
212,29,1.0651585781217074
213,103,1.9841319323400228
214,382,1.0267766667429494
215,253,2.302607904984459
215,29,1.0501210459388808
215,103,1.6521794746466039
215,310,3.7782898418205324
216,310,3.4963359370787153
217,29,1.2936431260528263
218,253,3.6873111819762556
219,29,4.394697416316967
220,310,1.3465703520345835
221,310,2.1268555864985075
222,29,3.256465622229399
223,103,2.480643954021243
224,310,3.61951759797143
224,382,3.526946714121576
224,103,2.8681702332839722
224,253,4.0562937454185635
225,253,1.7862548270059995
226,178,3.109938201070859
227,310,4.226623546659199
228,29,3.0407137516017118
228,103,3.9046955051027634
229,178,1.9743499794942252
229,29,2.0323184701193657
229,253,1.459067104712501
229,382,4.592314288040045
229,103,1.1189494476426314
230,382,3.6459763802476353
231,178,3.911191695791178
232,382,4.475655491174498
233,178,4.704107776945576
234,29,2.287763839466153
235,103,2.108205997628435
